Ticker;SimFinId;Currency;Fiscal Year;Fiscal Period;Report Date;Publish Date;Restated Date;Shares (Basic);Shares (Diluted);Net Income/Starting Line;Depreciation & Amortization;Non-Cash Items;Change in Working Capital;Change in Accounts Receivable;Change in Inventories;Change in Accounts Payable;Change in Other;Net Cash from Operating Activities;Change in Fixed Assets & Intangibles;Net Change in Long Term Investment;Net Cash from Acquisitions & Divestitures;Net Cash from Investing Activities;Dividends Paid;Cash from (Repayment of) Debt;Cash from (Repurchase of) Equity;Net Cash from Financing Activities;Net Change in Cash
TDOC;963383;USD;2023;FY;2023-12-31;2024-02-23;2024-02-23;164578219;164578219;-220368000;339673000;219073000;11643000;;;;;350021000;-11464000;0;0;-156347000;;;11132000;10854000;204528000
TDS;1234792;USD;2019;FY;2019-12-31;2020-02-25;2022-02-17;114000000;116000000;147000000;932000000;214000000;-277000000;;;;;1016000000;-957000000;18000000;-305000000;-1249000000;-75000000;-118000000;-36000000;-220000000;-453000000
TDS;1234792;USD;2020;FY;2020-12-31;2021-02-18;2023-02-16;114000000;115000000;269000000;909000000;351000000;3000000;;;;;1532000000;-1338000000;;-146000000;-1511000000;-78000000;1140000000;-51000000;957000000;978000000
TDS;1234792;USD;2021;FY;2021-12-31;2022-02-17;2024-02-16;114000000;115000000;188000000;895000000;244000000;-1532000000;;;;;-205000000;-1131000000;;;-1154000000;-119000000;-538000000;1050000000;321000000;-1038000000
TDS;1234792;USD;2022;FY;2022-12-31;2023-02-16;2025-02-21;114000000;114000000;72000000;929000000;252000000;-98000000;;;;;1155000000;-1775000000;;;-1806000000;-151000000;882000000;-83000000;636000000;-15000000
TDS;1234792;USD;2023;FY;2023-12-31;2024-02-16;2025-02-21;113000000;113000000;-487000000;915000000;731000000;-17000000;;;;;1142000000;-1341000000;;;-1393000000;-153000000;298000000;-6000000;122000000;-129000000
TDUP;11818971;USD;2020;FY;2020-12-31;2021-03-22;2023-03-07;18701108;18701108;-47877000;5581000;11931000;11260000;;;;;-19105000;-19424000;;;-19424000;;17162000;2170000;18215000;-20314000
TDUP;11818971;USD;2021;FY;2021-12-31;2022-03-22;2023-03-07;77092000;77092000;-63176000;9155000;19286000;-284000;;;;;-35019000;-19828000;-126167000;-23581000;-169576000;;625000;233411000;228960000;24301000
TDUP;11818971;USD;2022;FY;2022-12-31;2023-03-07;2024-03-05;99817000;99817000;-92284000;14033000;38883000;-12737000;;;;;-52105000;-43251000;52175000;;8924000;;-5942000;4202000;-3936000;-47789000
TDUP;11818971;USD;2023;FY;2023-12-31;2024-03-05;2024-03-05;104875000;104875000;-71248000;18732000;38894000;-8969000;;;;;-22591000;-15984000;59664000;;43680000;;-4000000;5162000;-3603000;17418000
TDW;419436;USD;2019;FY;2020-01-01;2020-03-02;2022-03-09;38204934;38204934;-141219000;77045000;76833000;-44082000;;;;;-31423000;10849000;;;10849000;;-133693000;;-149562000;-170136000
TDW;419436;USD;2020;FY;2020-12-31;2021-03-04;2023-02-28;40354638;40354638;-196696000;73030000;175480000;-47828000;;;;;3986000;23396000;;;23396000;;-98080000;;-99765000;-72383000
TDW;419436;USD;2021;FY;2021-12-31;2022-03-09;2024-02-29;41132000;41132000;-129660000;73223000;78887000;-9609000;;;;;12841000;25059000;;;27224000;;-26543000;;-41014000;-949000
TDW;419436;USD;2022;FY;2022-12-31;2023-02-28;2024-02-29;41009000;41009000;-22193000;83522000;58064000;-76003000;;;;;43390000;-3069000;;-20740000;-26973000;;;187832000;-2716000;13701000
TDW;419436;USD;2023;FY;2023-12-31;2024-02-29;2024-02-29;51591000;52937000;95621000;128777000;52206000;-173211000;;;;;103393000;-16082000;;-594191000;-608961000;;561323000;76458000;615556000;109988000
TDY;1164973;USD;2019;FY;2019-12-31;2020-02-24;2022-02-25;36300000;37500000;402300000;111900000;30700000;-62800000;;;;;482100000;-88400000;;-484000000;-571900000;;108800000;34600000;141700000;57000000
TDY;1164973;USD;2020;FY;2020-12-31;2021-02-26;2023-02-24;36700000;37900000;401900000;116200000;30000000;70800000;;;;;618900000;-71400000;;-29000000;-99400000;;-98100000;36300000;-61800000;473600000
TDY;1164973;USD;2021;FY;2021-12-31;2022-02-25;2024-02-23;46655176;47700000;445300000;371800000;64400000;-68100000;;;;;813400000;-101600000;;-3723300000;-3835100000;;2803700000;25400000;2829100000;-198400000
TDY;1164973;USD;2022;FY;2022-12-31;2023-02-24;2025-02-21;46800000;47700000;788900000;332200000;21300000;-655600000;;;;;486800000;-92600000;;-99600000;-132300000;;-174800000;23600000;-153100000;163400000
TDY;1164973;USD;2023;FY;2023-12-31;2024-02-23;2025-02-21;47100000;47900000;886600000;316400000;30700000;-397600000;;;;;836100000;-114900000;;-77700000;-203800000;;-678900000;45400000;-638000000;10200000
TEAM;1204607;USD;2019;FY;2019-06-30;2019-08-23;2021-08-13;238611000;238611000;-605556000;70248000;795284000;206366000;;;;;466342000;-42581000;-142470000;-418595000;-604198000;;;3542000;-3187000;-141898000
TEAM;1204607;USD;2020;FY;2020-06-30;2020-08-14;2022-08-19;244844000;244844000;-346209000;97398000;668661000;154360000;;;;;574210000;-35709000;-227165000;-53212000;-318931000;;-38127000;1802000;-42575000;211528000
TEAM;1204607;USD;2021;FY;2021-06-30;2021-08-13;2023-08-18;244844000;244844000;-578979000;55950000;1003397000;309592000;;;;;789960000;-33320000;384351000;-91769000;259262000;;-1803244000;;-1603433000;-548803000
TEAM;1204607;USD;2022;FY;2022-06-30;2022-08-19;2024-08-16;253312000;253312000;-519510000;51739000;1035578000;253237000;;;;;821044000;-74601000;130528000;-19411000;36516000;;-548686000;;-399280000;449047000
TEAM;1204607;USD;2023;FY;2023-06-30;2023-08-18;2024-08-16;256307000;256307000;-486761000;60923000;985393000;308556000;;;;;868111000;-25812000;30329000;-5775000;-1258000;;;-150006000;-148421000;716627000
TECD;181744;USD;2019;FY;2020-01-31;2020-03-25;2020-03-25;36186000;36460000;774386000;;-217766000;;;;;;556620000;-48352000;;-209923000;-253784000;;-226525000;;-243506000;42243000
TECH;176917;USD;2019;FY;2019-06-30;2019-08-28;2021-08-25;151124000;155568000;96072000;78171000;32802000;-25426000;;;;;181619000;-25411000;-21896000;-289492000;-336799000;-48364000;166500000;22545000;134384000;-21104000
TECH;176917;USD;2020;FY;2020-06-30;2020-08-26;2022-08-24;152804000;157604000;229296000;82737000;-101063000;-5753000;;;;;205217000;-51744000;76933000;1906000;27095000;-48902000;-148500000;20871000;-183803000;45738000
TECH;176917;USD;2021;FY;2021-06-30;2021-08-25;2023-08-23;154988000;161932000;139585000;87747000;95958000;28874000;;;;;352164000;-44301000;26693000;-225908000;-243516000;-49622000;-15500000;21914000;-62551000;52466000
TECH;176917;USD;2022;FY;2022-06-30;2022-08-24;2024-08-22;156876000;164116000;263099000;101069000;31154000;-70050000;;;;;325272000;-44908000;-26943000;;-96851000;-50185000;-85500000;-83795000;-242853000;-26524000
TECH;176917;USD;2023;FY;2023-06-30;2023-08-23;2024-08-22;157179000;161855000;285442000;107238000;-50224000;-88063000;;;;;254393000;-20420000;87955000;-101184000;-265649000;-50285000;94000000;10251000;22616000;8004000
TEL;104745;USD;2019;FY;2019-09-30;2019-11-12;2021-11-09;338000000;340000000;1946000000;690000000;-49000000;-133000000;;;;;2422000000;-706000000;;14000000;-692000000;-608000000;4000000;-1006000000;-1643000000;79000000
TEL;104745;USD;2020;FY;2020-09-30;2020-11-10;2022-11-15;332000000;332000000;-259000000;711000000;1828000000;-289000000;;;;;1992000000;-543000000;;-339000000;-865000000;-625000000;22000000;-468000000;-1105000000;18000000
TEL;104745;USD;2021;FY;2021-09-30;2021-11-09;2023-11-13;330000000;333000000;2255000000;769000000;-155000000;-193000000;;;;;2676000000;-604000000;;-427000000;-1037000000;-647000000;-47000000;-664000000;-1386000000;258000000
TEL;104745;USD;2022;FY;2022-09-30;2022-11-15;2024-11-12;323000000;325000000;2427000000;785000000;196000000;-940000000;;;;;2468000000;-662000000;;-204000000;-878000000;-685000000;400000000;-1358000000;-1684000000;-115000000
TEL;104745;USD;2023;FY;2023-09-30;2023-11-13;2024-11-12;315000000;317000000;1904000000;794000000;426000000;8000000;;;;;3132000000;-728000000;;-62000000;-768000000;-725000000;-132000000;-902000000;-1793000000;573000000
TELA;11819929;USD;2019;FY;2019-12-31;2020-03-30;2022-03-23;1766412;1766412;-22425000;582000;2555000;-6235000;;;;;-25523000;-197000;;;-11981000;;;14381000;65532000;28024000
TELA;11819929;USD;2020;FY;2020-12-31;2021-03-25;2023-03-23;12934421;12934421;-28794000;525000;2572000;1241000;;;;;-24456000;-167000;;;9122000;;;44931000;44409000;29092000
TELA;11819929;USD;2021;FY;2021-12-31;2022-03-23;2024-03-22;14473213;14473213;-33276000;535000;5778000;-3469000;;;;;-30432000;-627000;;;-627000;;;585000;585000;-30463000
TELA;11819929;USD;2022;FY;2022-12-31;2023-03-23;2024-03-22;16267678;16267678;-44296000;1187000;8124000;-5763000;;;;;-40748000;-872000;;;-1872000;;10000000;34469000;40852000;-1912000
TELA;11819929;USD;2023;FY;2023-12-31;2024-03-22;2024-03-22;22868663;22868663;-46664000;808000;6668000;-1669000;;;;;-40857000;-599000;;;-599000;;;46556000;46267000;4975000
TELL;1070202;USD;2019;FY;2019-12-31;2020-02-23;2022-02-23;218293000;218293000;-151767000;20446000;7135000;11178000;;;;;-113008000;-39946000;-3438549;;-65943000;;75000000;;63844000;-115107000
TELL;1070202;USD;2020;FY;2020-12-31;2021-02-23;2023-02-22;233321000;233321000;-210696000;17228000;125069000;-1566000;;;;;-69965000;-1307000;2624072;;-1307000;;-11900294;103664000;84527000;13255000
TELL;1070202;USD;2021;FY;2021-12-31;2022-02-23;2024-02-23;427204000;427204000;-114738000;11481000;680000;40918083;;;;;-61483150;-42657000;-8690092;;-57828454;;-65098551;421809000;344962000;225537000
TELL;1070202;USD;2022;FY;2022-12-31;2023-02-22;2024-02-23;526946000;526946000;-49810000;44357000;-1128000;-15980011;;;;;-22586797;-368292000;;-6089000;-564359587;;501178000;309021000;789299000;201194000
TELL;1070202;USD;2023;FY;2023-12-31;2024-02-23;2024-02-23;565678000;565678000;-166177000;98426000;35672000;20844936;;;;;-11168661;-113653000;-8232646;;-335262299;;-166666000;115612000;-56397000;-403091000
TEN;534666;USD;2019;FY;2019-12-31;2020-03-02;2022-02-24;16180812;16180812;-220000000;673000000;79000000;-88000000;;;;;444000000;-724000000;;-134000000;-606000000;-20000000;82000000;;3000000;-136000000
TEN;534666;USD;2020;FY;2020-12-31;2021-02-24;2022-02-24;81378474;81378474;-1460000000;639000000;1066000000;384000000;;;;;629000000;-365000000;;9000000;-57000000;;-355000000;;-358000000;237000000
TEN;534666;USD;2021;FY;2021-12-31;2022-02-24;2022-02-24;82310645;84103606;100000000;593000000;2000000;-462000000;;;;;233000000;-332000000;;9000000;176000000;;-271000000;;-329000000;62000000
TENB;896983;USD;2019;FY;2019-12-31;2020-02-28;2022-02-25;96014000;96014000;-99013000;6880000;45069000;36320000;;;;;-10744000;-20674000;;-74911000;-113050000;;;34177000;34161000;-90713000
TENB;896983;USD;2020;FY;2020-12-31;2021-02-23;2023-02-24;101009000;101009000;-42731000;10633000;60805000;35525000;;;;;64232000;-18882000;;-276000;4079000;;;34749000;36403000;103798000
TENB;896983;USD;2021;FY;2021-12-31;2022-02-25;2024-02-28;106869000;106869000;-46677000;16170000;72852000;54420000;;;;;96765000;-3887000;-5000000;-258465000;-391590000;;375000000;32004000;397646000;99808000
TENB;896983;USD;2022;FY;2022-12-31;2023-02-24;2024-02-28;111321000;111321000;-92222000;22194000;123356000;77823000;;;;;131151000;-9359000;-10000000;-66767000;-128039000;;-3750000;26512000;23318000;22595000
TENB;896983;USD;2023;FY;2023-12-31;2024-02-28;2024-02-28;115408000;115408000;-78284000;27108000;146067000;54964000;;;;;149855000;-1704000;;-243301000;-212615000;;-3750000;4791000;1251000;-63734000
TER;1094921;USD;2019;FY;2019-12-31;2020-03-02;2022-02-23;170425000;179459000;467468000;120655000;41571000;-50944000;;;;;578750000;-134642000;-24930000;;-156660000;-61305000;;-470688000;-574349000;-152828000
TER;1094921;USD;2020;FY;2020-12-31;2021-02-22;2023-02-22;166120000;183042000;784147000;126743000;27424000;-69379000;;;;;868935000;-184977000;-385363000;;-569794000;-66482000;;-59938000;-158286000;140197000
TER;1094921;USD;2021;FY;2021-12-31;2022-02-23;2024-02-22;162769000;178020000;1014589000;125485000;51653000;-93361000;;;;;1098366000;-132472000;264833000;-12000000;120361000;-65977000;-342990000;-567314000;-1008584000;208078000
TER;1094921;USD;2022;FY;2022-12-31;2023-02-22;2025-02-20;158434000;169734000;715501000;110675000;19215000;-267468000;;;;;577923000;-159839000;203590000;;43751000;-69711000;-66759000;-723349000;-892989000;-267426000
TER;1094921;USD;2023;FY;2023-12-31;2024-02-22;2025-02-20;154310000;164304000;448752000;110886000;29739000;-4146000;;;;;585231000;-159642000;-15463000;;-174645000;-67878000;-55264000;-362982000;-506912000;-97202000
TERN;10384313;USD;2019;FY;2019-12-31;2020-03-29;2021-03-30;22721720;22721720;-68819000;195000;534000;1868000;;;;;-66222000;-900000;-5561000;;-3856000;;58000;26000;62000;-70147000
TERN;10384313;USD;2020;FY;2020-12-31;2021-03-30;2022-03-07;22721720;22721720;-40571000;394000;5308000;5060000;;;;;-29809000;-584000;7277000;;6693000;;16876000;69497000;85515000;62479000
TERN;10384313;USD;2021;FY;2021-12-31;2022-03-07;2023-03-27;22705948;22705948;-50158000;512000;9244000;-1425000;;;;;-41827000;-340000;-119356000;;-119696000;;-12880000;137276000;134393000;-27155000
TERN;10384313;USD;2022;FY;2022-12-31;2023-03-27;2024-03-14;36033045;36033045;-60345000;484000;11789000;-1037000;;;;;-49109000;-275000;-21997000;;-22272000;;;167496000;167095000;95536000
TERN;10384313;USD;2023;FY;2023-12-31;2024-03-14;2024-03-14;71259239;71259239;-90210000;292000;21237000;1291000;;;;;-67390000;-52000;-37935000;;-37987000;;;42295000;41951000;-63309000
TERP;708716;USD;2019;FY;2019-12-31;2020-03-17;2020-03-17;213275000;213275000;-206585000;434110000;92256000;8663000;;;;;328444000;-21184000;;-731782000;-774633000;-171503000;386617000;290414000;406812000;-39377000
TESS;42813;USD;2018;FY;2019-03-31;2019-06-11;2021-06-11;8436796;8566959;5545800;3618900;1909200;-2827200;;;;;8246700;-2855200;;;-5164700;-6754400;3515400;167900;-3071100;10900
TESS;42813;USD;2019;FY;2020-03-31;2020-06-05;2022-05-26;8526965;8526965;-21568900;4026100;9875100;8575900;;;;;908200;-6845700;;;-6845700;-5287200;11183500;60900;5957200;19700
TESS;42813;USD;2020;FY;2021-03-31;2021-06-11;2023-05-26;8697369;8697369;-8742900;3744500;1222700;3091500;;;;;-684200;-11855900;;9201500;-2654400;;5019300;199200;4398600;1060000
TESS;42813;USD;2021;FY;2022-03-31;2022-05-26;2023-05-26;8927837;8927837;-2700800;2484900;1458000;-3737900;;;;;-2495800;-9500800;;;-9500800;;12773600;157500;12640600;644000
TESS;42813;USD;2022;FY;2023-03-31;2023-05-26;2023-05-26;9160805;9160805;-4347000;3868400;1087200;-12567600;;;;;-11959000;-15708500;;;-15708500;;26923500;147600;26690700;-976800
TEUM;890308;USD;2019;FY;2019-12-31;2021-03-12;2021-06-17;116182000;116182000;-222347000;12739000;175455000;16392000;;;;;-17761000;-7118000;;-1277000;-11095000;;26366000;6075000;28340000;-581000
TEUM;890308;USD;2020;FY;2020-12-31;2021-06-17;2021-06-17;138739000;138739000;-44661000;10795000;11739000;3686000;;;;;-18441000;4349000;;;4349000;;15142000;9044000;23252000;8852000
TEVA;616649;USD;2019;FY;2019-12-31;2020-02-21;2022-02-09;1091000000;1091000000;-1000000000;1722000000;922000000;-896000000;;;;;748000000;-182000000;-6000000;1487000000;1355000000;;-1863000000;;-1926000000;193000000
TEVA;616649;USD;2020;FY;2020-12-31;2021-02-10;2023-02-10;1095000000;1095000000;-4099000000;1557000000;5946000000;-2188000000;;;;;1216000000;-511000000;-43000000;1405000000;863000000;;-1880000000;;-1885000000;202000000
TEVA;616649;USD;2021;FY;2021-12-31;2022-02-09;2024-02-12;1103000000;1109000000;456000000;1330000000;713000000;-1701000000;;;;;798000000;-251000000;125000000;1648000000;1523000000;;-2166000000;;-2172000000;21000000
TEVA;616649;USD;2022;FY;2022-12-31;2023-02-10;2025-02-05;1110000000;1110000000;-2499000000;1308000000;1426000000;1355000000;;;;;1590000000;-480000000;3000000;1133000000;656000000;;-1369000000;;-1487000000;636000000
TEVA;616649;USD;2023;FY;2023-12-31;2024-02-12;2025-02-05;1119000000;1119000000;-615000000;1153000000;902000000;-72000000;;;;;1368000000;-458000000;-46000000;1477000000;968000000;;-1701000000;;-1913000000;393000000
TEX;1234793;USD;2019;FY;2019-12-31;2020-02-14;2022-02-11;69900000;69800000;54400000;49600000;99200000;-29800000;;;;;173400000;-104600000;30700000;177700000;103800000;-31400000;-43900000;-7400000;-103700000;168000000
TEX;1234793;USD;2020;FY;2020-12-31;2021-02-12;2023-02-10;69700000;69700000;-10600000;49700000;56700000;129600000;;;;;225400000;-64500000;;15800000;-38500000;-8400000;-6000000;-56000000;-82800000;130000000
TEX;1234793;USD;2021;FY;2021-12-31;2022-02-11;2024-02-09;69800000;70900000;220900000;50200000;73900000;-51600000;;;;;293400000;-57800000;;-42700000;-102200000;-33500000;-503400000;-3000000;-580100000;-403200000
TEX;1234793;USD;2022;FY;2022-12-31;2023-02-10;2025-02-07;69600000;70100000;300000000;47000000;52000000;-138000000;;;;;261000000;-110000000;;-50000000;-154000000;-36000000;97000000;-101000000;-55000000;37000000
TEX;1234793;USD;2023;FY;2023-12-31;2024-02-09;2025-02-07;67500000;68300000;518000000;56000000;15000000;-130000000;;;;;459000000;-93000000;;-24000000;-114000000;-43000000;-159000000;-63000000;-288000000;67000000
TFFP;1295083;USD;2019;FY;2019-12-31;2020-03-27;2021-03-10;762866;760344;-11870228;;590041;64065;;;;;-11216122;;;;;;;29049387;29049387;17833265
TFFP;1295083;USD;2020;FY;2020-12-31;2021-03-10;2022-03-24;16000;761605;-18567234;;2187149;-235504;;;;;-16615589;-1102808;;;-1102808;;;24994665;24994665;7205869
TFFP;1295083;USD;2021;FY;2021-12-31;2022-03-24;2023-03-31;817006;817006;-31038712;111453;2550566;-1180278;;;;;-29556971;-868505;;;-868505;;;28884984;28884984;-1506133
TFFP;1295083;USD;2022;FY;2022-12-31;2023-03-31;2024-03-28;1199191;1199191;-31770062;388221;5003236;-963555;;;;;-27342160;-1551326;;;-1551326;;;11751003;11751003;-17182357
TFFP;1295083;USD;2023;FY;2023-12-31;2024-03-28;2024-03-28;1792551;1792551;-21243231;502480;2916817;1785739;;;;;-16038195;-94750;;;-94750;;;5124987;5013412;-11134202
TFX;448874;USD;2019;FY;2019-12-31;2020-02-21;2022-03-01;46200000;47090000;461981000;64088000;25495000;-114496000;;;;;437068000;-102695000;;10883000;-73481000;-62828000;-253500000;;-418836000;-56078000
TFX;448874;USD;2020;FY;2020-12-31;2021-02-25;2023-02-23;46488000;47287000;335801000;68567000;10495000;22280000;;;;;437143000;-90694000;;-766430000;-837783000;-63221000;575000000;;455163000;74797000
TFX;448874;USD;2021;FY;2021-12-31;2022-03-01;2024-02-23;46810000;47452000;485119000;237362000;-197457000;127345000;;;;;652369000;153291000;-11118000;-4590000;156737000;-63648000;-634500000;23548000;-716052000;69204000
TFX;448874;USD;2022;FY;2022-12-31;2023-02-23;2024-02-23;46898000;47309000;362916000;230590000;-7720000;-239964000;;;;;345822000;-66756000;-15000000;-198429000;-259410000;-63789000;-140250000;-4308000;-220522000;-153050000
TFX;448874;USD;2023;FY;2023-12-31;2024-02-23;2024-02-23;46981000;47304000;357572000;242118000;24054000;-111772000;;;;;511972000;-76442000;-4000000;-603920000;-621228000;-63896000;101250000;5190000;38251000;-69186000
TG;7962948;USD;2019;FY;2019-12-31;2020-03-16;2022-03-11;33236000;33258000;48259000;44284000;8145000;15175000;;;;;115863000;-39928000;;;-39928000;-15325000;-59500000;;-77312000;-2975000
TG;7962948;USD;2020;FY;2020-12-31;2021-03-16;2023-03-16;33402000;33402000;-75444000;31957000;132905000;-15045000;;;;;74373000;-23355000;;56236000;32881000;-216049000;92000000;;-125592000;-19576000
TG;7962948;USD;2021;FY;2021-12-31;2022-03-11;2024-03-15;33563000;33670000;57826000;23784000;-15840000;4503000;;;;;70273000;24450000;;;24760000;-16167000;-61000000;;-76842000;18675000
TG;7962948;USD;2022;FY;2022-12-31;2023-03-16;2024-03-15;33806000;33826000;28455000;26402000;-45805000;-30766000;;;;;-21714000;-35459000;;;-34589000;-16974000;64000000;;45385000;-11289000
TG;7962948;USD;2023;FY;2023-12-31;2024-03-15;2024-03-15;34133078;34133078;-105905000;27683000;50205000;49185000;;;;;21168000;-26184000;;;-23357000;-8884000;8421000;;-4484000;-5777000
TGAN;12442244;USD;2018;FY;2019-03-31;2019-09-28;2020-05-14;35135602;35135602;-6370000;304000;1486000;-771000;;;;;-5351000;;;-189000;-189000;;5000000;;5000000;-562000
TGAN;12442244;USD;2019;FY;2020-03-31;2019-09-27;2021-06-24;35135520;35135520;-4187000;236000;-412000;-1788000;;;;;-6151000;;;;-1548000;;-50000;19548000;19498000;11773000
TGAN;12442244;USD;2020;FY;2021-03-31;2021-03-12;2022-06-29;40637213;40637213;-6579000;197000;2786000;-1337000;;;;;-4933000;-160000;;;-1128000;;;1002000;952000;-5194000
TGAN;12442244;USD;2021;FY;2022-03-31;2022-06-29;2023-06-28;46056331;46056331;-10235000;843000;-4394000;-5950000;;;;;-19736000;-595000;;-4534097;-5121000;;;51393000;49498000;24435000
TGEN;12444877;USD;2019;FY;2019-12-31;2020-03-12;2021-03-18;24839957;24839957;-4794373;437102;2886707;-3013678;;;;;-4484242;4793674;;;4793674;;349280;33617;295692;605124
TGEN;12444877;USD;2020;FY;2020-12-31;2021-03-18;2022-03-10;24850258;24850258;-6217191;414127;4199185;3011116;;;;;1407237;-156869;;;-156869;;-578129;1200;-637825;612543
TGEN;12444877;USD;2021;FY;2021-12-31;2022-03-10;2023-03-23;24850261;25115518;3741017;469854;-4687033;941195;;;;;465033;-144062;11637;;-132425;;1874269;;1791636;2124244
TGI;629705;USD;2018;FY;2019-03-31;2019-05-23;2021-05-20;49698000;49698000;-327146000;149904000;182614000;-179792000;;;;;-174420000;200548000;;;200548000;-7971000;43288000;;32475000;56988000
TGI;629705;USD;2019;FY;2020-03-31;2020-05-28;2022-05-23;50494000;50494000;-29433000;138168000;88640000;-100709000;;;;;96666000;7395000;;;7395000;-8078000;320930000;;293692000;392656000
TGI;629705;USD;2020;FY;2021-03-31;2021-05-20;2023-05-24;52126000;52126000;-450910000;93334000;359657000;-175200000;;;;;-173119000;-9290000;;;-9290000;;153865000;145383000;277247000;104419000
TGI;629705;USD;2021;FY;2022-03-31;2022-05-23;2024-05-31;64538000;64538000;-42758000;49635000;77042000;-219965000;;;;;-136046000;204858000;;-23651000;180237000;;-389010000;;-392659000;-349004000
TGI;629705;USD;2022;FY;2023-03-31;2023-05-24;2024-05-31;65021000;71721000;89593000;35581000;-49625000;-130000000;;;;;-54451000;-26896000;;-272000;-24968000;;82342000;4090000;65788000;-13475000
TGLO;15204670;USD;2019;FY;2019-12-31;2020-03-27;2021-03-26;441480473;;-163836;;;38599;;;;;-125237;;;;;;45900;;45900;-79337
TGLO;15204670;USD;2020;FY;2020-12-31;2021-03-26;2022-03-24;441480473;441480473;-163836;;;38599;;;;;-125237;;;;;;45900;;45900;-79337
TGLO;15204670;USD;2021;FY;2021-12-31;2022-03-24;2023-03-28;441480473;441480473;-194847;;;88597;;;;;-106250;;;;;;105000;;105000;-1250
TGLO;15204670;USD;2022;FY;2022-12-31;2023-03-28;2024-03-15;441480473;441480473;-184644;;;29041;;;;;-155603;;;;;;156000;;156000;397
TGLO;15204670;USD;2023;FY;2023-12-31;2024-03-15;2024-03-15;441480473;441480473;-191740;;;78074;;;;;-113666;;;;;;116000;;116000;2334
TGLS;1346351;USD;2019;FY;2019-12-31;2020-03-06;2021-03-08;44464097;44464097;24269000;22735000;6310000;-27650000;;;;;25664000;-24952000;-84000;;-59136000;-5227000;53555000;;48328000;14822000
TGLS;1346351;USD;2020;FY;2020-12-31;2021-03-08;2023-03-07;46398428;46398428;23841000;20623000;15307000;11940000;;;;;71711000;-18317000;206000;;-18111000;-3801000;-23351000;;-33536000;19269000
TGLS;1346351;USD;2021;FY;2021-12-31;2022-03-16;2024-02-29;46398428;46398428;68428000;20923000;19660000;8242000;;;;;117253000;-51383000;622000;;-50761000;-5243000;-28447000;;-43789000;17343000
TGLS;1346351;USD;2022;FY;2022-12-31;2023-03-07;2024-02-29;47674773;47674773;156412000;19686000;16185000;-50363000;;;;;141920000;-71327000;-1257000;;-72584000;-12869000;-31932000;;-44801000;18660000
TGLS;1346351;USD;2023;FY;2023-12-31;2024-02-29;2024-02-29;47508980;47508980;183510000;21878000;-18283000;-45996000;;;;;141109000;-77960000;-339000;-23537000;-101836000;-16427000;196000;;-19231000;25837000
TGNA;378222;USD;2019;FY;2019-12-31;2020-03-02;2022-03-01;217138000;217977000;286235000;110629000;26782000;-126173000;;;;;297473000;-88356000;-288000;-1491800000;-1563470000;-60624000;1243000000;;1159539000;-106458000
TGNA;378222;USD;2020;FY;2020-12-31;2021-03-01;2023-02-27;219232000;219733000;482763000;134570000;57219000;130584000;;;;;805136000;-40473000;2613000;-34841000;-59521000;-76465000;-621000000;;-734051000;11564000
TGNA;378222;USD;2021;FY;2021-12-31;2022-03-01;2024-02-29;221805000;222799000;478197000;127852000;57470000;-161907000;;;;;501612000;-62773000;1910000;-13335000;-69256000;-78465000;-326000000;;-416335000;16021000
TGNA;378222;USD;2022;FY;2022-12-31;2023-02-27;2024-02-29;223652000;224486000;631198000;121077000;56215000;3661000;;;;;812151000;-50861000;-694000;;-51232000;-84756000;-166000000;;-266227000;494692000
TGT;72458;USD;2019;FY;2020-01-31;2020-03-11;2022-03-09;510900000;515600000;3269000000;2604000000;364000000;862000000;;;;;7117000000;-2964000000;;;-2944000000;-1330000000;-330000000;-1492000000;-3152000000;1021000000
TGT;72458;USD;2020;FY;2021-01-31;2021-03-10;2023-03-08;500600000;505400000;4368000000;2485000000;614000000;3058000000;;;;;10525000000;-2607000000;;;-2591000000;-1343000000;65000000;-722000000;-2000000000;5934000000
TGT;72458;USD;2021;FY;2022-01-31;2022-03-09;2024-03-13;488100000;492700000;6946000000;2642000000;482000000;-1445000000;;;;;8625000000;-3517000000;356000000;;-3154000000;-1548000000;825000000;-7180000000;-8071000000;-2600000000
TGT;72458;USD;2022;FY;2023-01-31;2023-03-08;2024-03-13;462100000;464700000;2780000000;2700000000;974000000;-2436000000;;;;;4018000000;-5520000000;;;-5504000000;-1836000000;2462000000;-2642000000;-2196000000;-3682000000
TGT;72458;USD;2023;FY;2024-01-31;2024-03-13;2024-03-13;461500000;462800000;4138000000;2801000000;643000000;1039000000;;;;;8621000000;-4782000000;;;-4760000000;-2011000000;-147000000;;-2285000000;1576000000
TGTX;785880;USD;2019;FY;2019-12-31;2020-03-02;2022-03-01;88368844;88368844;-172871000;100000;12256000;27709000;;;;;-132806000;-131000;-29837000;;-718000;;29987000;175021000;204213000;70689000
TGTX;785880;USD;2020;FY;2020-12-31;2021-03-01;2023-03-01;115333693;115333693;-279381000;158000;82148000;-17432000;;;;;-214507000;;-67760000;;-24510000;;;679827000;679827000;440810000
TGTX;785880;USD;2021;FY;2021-12-31;2022-03-01;2024-02-29;132353119;132353119;-348101000;282000;64401000;-12216000;;;;;-295634000;;-55932000;;-332000;;40000000;2435000;41419000;-254547000
